Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
npcRogueMaleAgedKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleBlondeKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleCowboyKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleYoungKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueFemaleHeavyKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueFemaleLeather01KhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueFemaleLeather02KhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueMaleAgedKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueMaleBlondeKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueMaleCowboyKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueMaleYoungKhzPickUp,entityclasses,Entity,,,Rogue (resting),,Schurke (ruhend),Malviviente (en reposo),Voyou (au repos),Furfante (a riposo),ならず者（休憩中）,무뢰한 (휴식 중),Zakapior (odpoczywa),Marginal (em repouso),Отморозок (отдыхает),Haydut (dinleniyor),恶棍（休息中）,惡棍（休息中）
npcRogueKhzPickUpDesc,entityclasses,Entity,,,You are carrying your hired rogue. Equip to a toolbelt slot and use [action:local:Secondary] to deploy.,,Du trägst deinen angeheuerten Schurken bei dir. In einen Werkzeuggürtel-Slot ausrüsten und mit [action:local:Secondary] platzieren.,Llevas contigo a tu malviviente contratado. Equípalo en un espacio del cinturón de herramientas y usa [action:local:Secondary] para desplegarlo.,Tu transportes ton voyou recruté. Équipe-le dans un emplacement de ceinture et utilise [action:local:Secondary] pour le déployer.,Stai trasportando il tuo furfante assoldato. Equipaggialo in uno slot della cintura e usa [action:local:Secondary] per schierarlo.,雇ったならず者を運んでいます。ツールベルトスロットに装備し、[action:local:Secondary] で配置します。,고용된 무뢰한을 운반 중입니다. 툴벨트 슬롯에 장착하고 [action:local:Secondary]를 사용하여 배치하세요.,"Niesiesz wynajętego zakapiora. Umieść go w gnieździe pasa narzędziowego i użyj [action:local:Secondary], aby go rozstawić.",Você está carregando seu marginal contratado. Equipe-o em um espaço do cinto de ferramentas e use [action:local:Secondary] para posicionar.,Вы несете нанятого отморозка. Поместите его в ячейку пояса и используйте [action:local:Secondary] для размещения.,Kiralık haydutunuzu taşıyorsunuz. Onu bir kemer yuvasına kuşanıp yerleştirmek için [action:local:Secondary] komutunu kullanın.,你正在携带雇佣的恶棍。装备到工具栏槽位并使用 [action:local:Secondary] 进行部署。,你正在攜帶雇傭的惡棍。裝備到工具欄槽位並使用 [action:local:Secondary] 進行部署。
